2015-09-25T16:03:47.165 -1.64301368e+11 -2.74011686e+11  4.65373512e+09,-8.98118413e+10  1.88879221e+09  5.15327112e+09
2015-09-26T09:35:30.717 -1.63268386e+11 -2.74311865e+11  4.58967427e+09,-9.24458866e+10  6.12355245e+08  5.28149678e+09
2015-09-27T03:07:14.268 -1.62232753e+11 -2.74607589e+11  4.52553889e+09,-9.50183732e+10 -6.64501577e+08  5.40620534e+09
2015-09-27T20:38:57.820 -1.61194479e+11 -2.74898843e+11  4.46132982e+09,-9.75325891e+10 -1.94096126e+09  5.52759834e+09
2015-09-28T14:10:41.372 -1.60153573e+11 -2.75185608e+11  4.39704792e+09,-9.99915284e+10 -3.21632985e+09  5.64585840e+09
2015-09-29T07:42:24.924 -1.59110046e+11 -2.75467869e+11  4.33269405e+09,-1.02397926e+11 -4.49001615e+09  5.76115164e+09
2015-09-30T01:14:08.475 -1.58063907e+11 -2.75745610e+11  4.26826907e+09,-1.04754288e+11 -5.76151524e+09  5.87362966e+09
2015-09-30T18:45:52.027 -1.57015168e+11 -2.76018813e+11  4.20377386e+09,-1.07062918e+11 -7.03039503e+09  5.98343124e+09
2015-10-01T12:17:35.579 -1.55963838e+11 -2.76287462e+11  4.13920930e+09,-1.09325941e+11 -8.29628516e+09  6.09068383e+09
2015-10-02T05:49:19.131 -1.54909927e+11 -2.76551540e+11  4.07457626e+09,-1.11545317e+11 -9.55886781e+09  6.19550476e+09
2015-10-02T23:21:02.683 -1.53853448e+11 -2.76811031e+11  4.00987563e+09,-1.13722865e+11 -1.08178701e+10  6.29800237e+09
2015-10-03T16:52:46.234 -1.52794409e+11 -2.77065917e+11  3.94510830e+09,-1.15860272e+11 -1.20730577e+10  6.39827692e+09
2015-10-04T10:24:29.786 -1.51732821e+11 -2.77316182e+11  3.88027516e+09,-1.17959110e+11 -1.33242295e+10  6.49642141e+09
2015-10-05T03:56:12.375 -1.50668712e+11 -2.77561805e+11  3.81537812e+09,-1.20020810e+11 -1.45711939e+10  6.59252084e+09
2015-10-05T21:27:55.927 -1.49602059e+11 -2.77802776e+11  3.75041609e+09,-1.22046804e+11 -1.58138413e+10  6.68665870e+09
2015-10-06T14:59:39.478 -1.48532890e+11 -2.78039074e+11  3.68539098e+09,-1.24038340e+11 -1.70520263e+10  6.77890867e+09
2015-10-07T08:31:23.030 -1.47461216e+11 -2.78270683e+11  3.62030370e+09,-1.25996620e+11 -1.82856416e+10  6.86934105e+09
2015-10-08T02:03:06.582 -1.46387047e+11 -2.78497584e+11  3.55515518e+09,-1.27922770e+11 -1.95145959e+10  6.95802169e+09
2015-10-08T19:34:50.134 -1.45310394e+11 -2.78719760e+11  3.48994635e+09,-1.29817851e+11 -2.07388125e+10  7.04501237e+09
2015-10-09T13:06:33.686 -1.44231270e+11 -2.78937194e+11  3.42467815e+09,-1.31682861e+11 -2.19582270e+10  7.13037118e+09
2015-10-10T06:38:17.237 -1.43149684e+11 -2.79149869e+11  3.35935150e+09,-1.33518745e+11 -2.31727860e+10  7.21415277e+09
2015-10-11T00:10:00.789 -1.42065649e+11 -2.79357766e+11  3.29396737e+09,-1.35326391e+11 -2.43824457e+10  7.29640865e+09
2015-10-11T17:41:44.341 -1.40979175e+11 -2.79560869e+11  3.22852670e+09,-1.37106642e+11 -2.55871708e+10  7.37718745e+09
2015-10-12T11:13:27.893 -1.39890274e+11 -2.79759158e+11  3.16303045e+09,-1.38860297e+11 -2.67869335e+10  7.45653514e+09
2015-10-13T04:45:11.444 -1.38798957e+11 -2.79952617e+11  3.09747958e+09,-1.40588110e+11 -2.79817124e+10  7.53449521e+09
2015-10-13T22:16:54.996 -1.37705237e+11 -2.80141228e+11  3.03187507e+09,-1.42290800e+11 -2.91714920e+10  7.61110886e+09
2015-10-14T15:48:38.548 -1.36609125e+11 -2.80324972e+11  2.96621789e+09,-1.43969051e+11 -3.03562620e+10  7.68641518e+09
2015-10-15T09:20:22.100 -1.35510632e+11 -2.80503831e+11  2.90050903e+09,-1.45623510e+11 -3.15360165e+10  7.76045130e+09
2015-10-16T02:52:05.652 -1.34409771e+11 -2.80677788e+11  2.83474947e+09,-1.47254796e+11 -3.27107535e+10  7.83325249e+09
2015-10-16T20:23:49.203 -1.33306553e+11 -2.80846824e+11  2.76894021e+09,-1.48863498e+11 -3.38804745e+10  7.90485233e+09
2015-10-17T13:55:32.755 -1.32200991e+11 -2.81010920e+11  2.70308225e+09,-1.50450180e+11 -3.50451844e+10  7.97528280e+09
2015-10-18T07:27:16.307 -1.31093096e+11 -2.81170059e+11  2.63717661e+09,-1.52015377e+11 -3.62048906e+10  8.04457440e+09
2015-10-19T00:58:59.859 -1.29982881e+11 -2.81324222e+11  2.57122429e+09,-1.53559603e+11 -3.73596028e+10  8.11275621e+09
2015-10-19T18:30:43.410 -1.28870359e+11 -2.81473389e+11  2.50522633e+09,-1.55083350e+11 -3.85093330e+10  8.17985604e+09
2015-10-20T12:02:26.962 -1.27755541e+11 -2.81617544e+11  2.43918374e+09,-1.56587086e+11 -3.96540951e+10  8.24590045e+09
2015-10-21T05:34:10.514 -1.26638441e+11 -2.81756666e+11  2.37309757e+09,-1.58071264e+11 -4.07939044e+10  8.31091485e+09
2015-10-21T23:05:54.066 -1.25519070e+11 -2.81890738e+11  2.30696886e+09,-1.59536314e+11 -4.19287780e+10  8.37492358e+09
2015-10-22T16:37:37.618 -1.24397442e+11 -2.82019740e+11  2.24079866e+09,-1.60982650e+11 -4.30587339e+10  8.43794996e+09
2015-10-23T10:09:21.169 -1.23273569e+11 -2.82143652e+11  2.17458802e+09,-1.62410672e+11 -4.41837915e+10  8.50001633e+09
2015-10-24T03:41:04.721 -1.22147465e+11 -2.82262458e+11  2.10833802e+09,-1.63820761e+11 -4.53039708e+10  8.56114416e+09
2015-10-24T21:12:48.273 -1.21019142e+11 -2.82376136e+11  2.04204973e+09,-1.65213285e+11 -4.64192930e+10  8.62135404e+09
2015-10-25T14:44:31.825 -1.19888613e+11 -2.82484668e+11  1.97572422e+09,-1.66588597e+11 -4.75297796e+10  8.68066577e+09
2015-10-26T08:16:15.376 -1.18755892e+11 -2.82588034e+11  1.90936258e+09,-1.67947039e+11 -4.86354531e+10  8.73909837e+09
2015-10-27T01:47:58.928 -1.17620992e+11 -2.82686216e+11  1.84296591e+09,-1.69288937e+11 -4.97363363e+10  8.79667015e+09
2015-10-27T19:19:42.480 -1.16483927e+11 -2.82779193e+11  1.77653531e+09,-1.70614609e+11 -5.08324524e+10  8.85339873e+09
2015-10-28T12:51:26.032 -1.15344710e+11 -2.82866946e+11  1.71007189e+09,-1.71924358e+11 -5.19238250e+10  8.90930110e+09
2015-10-29T06:23:09.584 -1.14203355e+11 -2.82949456e+11  1.64357678e+09,-1.7321848e+11 -5.3010478e+10  8.9643936e+09
2015-10-29T23:54:53.135 -1.13059875e+11 -2.83026702e+11  1.57705109e+09,-1.74497257e+11 -5.40924354e+10  9.01869201e+09
2015-10-30T17:26:36.687 -1.11914285e+11 -2.83098665e+11  1.51049596e+09,-1.75760965e+11 -5.51697217e+10  9.07221156e+09
2015-10-31T10:58:20.239 -1.10766598e+11 -2.83165325e+11  1.44391254e+09,-1.77009868e+11 -5.62423611e+10  9.12496693e+09
2015-11-01T04:30:03.791 -1.09616829e+11 -2.83226661e+11  1.37730197e+09,-1.78244222e+11 -5.73103781e+10  9.17697231e+09
2015-11-01T22:01:47.342 -1.08464993e+11 -2.83282655e+11  1.31066542e+09,-1.79464275e+11 -5.83737972e+10  9.22824140e+09
2015-11-02T15:33:31.336 -1.07311094e+11 -2.83333285e+11  1.24400359e+09,-1.80670277e+11 -5.94326505e+10  9.27878782e+09
2015-11-03T09:05:14.888 -1.06155165e+11 -2.83378531e+11  1.17731859e+09,-1.81862440e+11 -6.04869474e+10  9.32862367e+09
2015-11-04T02:36:58.439 -1.04997211e+11 -2.83418372e+11  1.11061114e+09,-1.83041001e+11 -6.15367199e+10  9.37776170e+09
2015-11-04T20:08:41.991 -1.03837247e+11 -2.83452790e+11  1.04388243e+09,-1.84206175e+11 -6.25819924e+10  9.42621393e+09
2015-11-05T13:40:25.542 -1.02675289e+11 -2.83481761e+11  9.77133667e+08,-1.85358174e+11 -6.36227891e+10  9.47399198e+09
2015-11-06T07:12:09.094 -1.01511351e+11 -2.83505267e+11  9.10366066e+08,-1.86497203e+11 -6.46591341e+10  9.52110711e+09
2015-11-07T00:43:52.645 -1.00345448e+11 -2.83523287e+11  8.43580848e+08,-1.87623462e+11 -6.56910515e+10  9.56757024e+09
2015-11-07T18:15:36.197 -9.91775963e+10 -2.83535798e+11  7.76779243e+08,-1.88737142e+11 -6.67185650e+10  9.61339195e+09
2015-11-08T11:47:19.748 -9.80078107e+10 -2.83542781e+11  7.09962493e+08,-1.89838430e+11 -6.77416984e+10  9.65858251e+09
2015-11-09T05:19:03.300 -9.68361069e+10 -2.83544215e+11  6.43131849e+08,-1.90927510e+11 -6.87604752e+10  9.70315188e+09
2015-11-09T22:50:46.851 -9.56625006e+10 -2.83540078e+11  5.76288570e+08,-1.92004556e+11 -6.97749186e+10  9.74710973e+09
2015-11-10T16:22:30.403 -9.44870077e+10 -2.83530349e+11  5.09433927e+08,-1.93069742e+11 -7.07850518e+10  9.79046544e+09
2015-11-11T09:54:13.954 -9.33096442e+10 -2.83515007e+11  4.42569199e+08,-1.94123233e+11 -7.17908977e+10  9.83322815e+09
2015-11-12T03:25:57.506 -9.21304262e+10 -2.83494030e+11  3.75695676e+08,-1.95165192e+11 -7.27924790e+10  9.87540671e+09
2015-11-12T20:57:41.057 -9.09493701e+10 -2.83467397e+11  3.08814658e+08,-1.96195778e+11 -7.37898181e+10  9.91700975e+09
2015-11-13T14:29:24.609 -8.97664922e+10 -2.83435086e+11  2.41927455e+08,-1.97215142e+11 -7.47829372e+10  9.95804562e+09
2015-11-14T08:01:08.160 -8.85818093e+10 -2.83397076e+11  1.75035388e+08,-1.98223436e+11 -7.57718585e+10  9.99852249e+09
2015-11-15T01:32:51.712 -8.73953381e+10 -2.83353344e+11  1.08139788e+08,-1.99220805e+11 -7.67566036e+10  1.00384483e+10
2015-11-15T19:04:35.263 -8.62070954e+10 -2.83303869e+11  4.12419978e+07,-2.00207390e+11 -7.77371941e+10  1.00778307e+10
2015-11-16T12:36:18.815 -8.50170984e+10 -2.83248628e+11 -2.56566312e+07,-2.01183330e+11 -7.87136513e+10  1.01166773e+10
2015-11-17T06:08:02.366 -8.38253643e+10 -2.83187600e+11 -9.25547350e+07,-2.02148759e+11 -7.96859962e+10  1.01549953e+10
2015-11-17T23:39:45.918 -8.26319105e+10 -2.83120762e+11 -1.59450939e+08,-2.03103809e+11 -8.06542497e+10  1.01927919e+10
2015-11-18T17:11:29.469 -8.14367545e+10 -2.83048092e+11 -2.26343858e+08,-2.04048607e+11 -8.16184324e+10  1.02300740e+10
2015-11-19T10:43:13.021 -8.02399142e+10 -2.82969568e+11 -2.93232094e+08,-2.04983279e+11 -8.25785644e+10  1.02668485e+10
2015-11-20T04:14:56.572 -7.90414074e+10 -2.82885167e+11 -3.60114239e+08,-2.05907946e+11 -8.35346661e+10  1.03031218e+10
2015-11-20T21:46:40.124 -7.78412521e+10 -2.82794866e+11 -4.26988872e+08,-2.06822726e+11 -8.44867570e+10  1.03389004e+10
2015-11-21T15:18:23.675 -7.66394667e+10 -2.82698642e+11 -4.93854563e+08,-2.07727736e+11 -8.54348569e+10  1.03741906e+10
2015-11-22T08:50:07.227 -7.54360695e+10 -2.82596474e+11 -5.60709866e+08,-2.08623089e+11 -8.63789852e+10  1.04089986e+10
2015-11-23T02:21:50.778 -7.42310792e+10 -2.82488337e+11 -6.27553327e+08,-2.09508896e+11 -8.73191607e+10  1.04433302e+10
2015-11-23T19:53:34.330 -7.30245146e+10 -2.82374208e+11 -6.94383477e+08,-2.10385264e+11 -8.82554026e+10  1.04771914e+10
2015-11-24T13:25:17.881 -7.18163946e+10 -2.82254066e+11 -7.61198836e+08,-2.11252299e+11 -8.91877293e+10  1.05105877e+10
2015-11-25T06:57:01.433 -7.06067384e+10 -2.82127885e+11 -8.27997911e+08,-2.12110103e+11 -9.01161592e+10  1.05435248e+10
2015-11-26T00:28:44.984 -6.93955654e+10 -2.81995644e+11 -8.94779198e+08,-2.12958779e+11 -9.10407106e+10  1.05760081e+10
2015-11-26T18:00:28.536 -6.81828950e+10 -2.81857318e+11 -9.61541176e+08,-2.13798423e+11 -9.19614012e+10  1.06080429e+10
2015-11-27T11:32:12.087 -6.69687471e+10 -2.81712884e+11 -1.02828232e+09,-2.14629133e+11 -9.28782487e+10  1.06396344e+10
2015-11-28T05:03:55.639 -6.57531415e+10 -2.81562319e+11 -1.09500107e+09,-2.15451002e+11 -9.37912706e+10  1.06707877e+10
2015-11-28T22:35:39.190 -6.45360985e+10 -2.81405597e+11 -1.16169589e+09,-2.16264122e+11 -9.47004841e+10  1.07015076e+10
2015-11-29T16:07:22.742 -6.33176383e+10 -2.81242696e+11 -1.22836520e+09,-2.17068584e+11 -9.56059061e+10  1.07317991e+10
2015-11-30T09:39:06.293 -6.20977815e+10 -2.81073592e+11 -1.29500741e+09,-2.17864475e+11 -9.65075535e+10  1.07616669e+10
2015-12-01T03:10:49.845 -6.08765489e+10 -2.80898260e+11 -1.36162092e+09,-2.18651882e+11 -9.74054426e+10  1.07911156e+10
2015-12-01T20:42:33.396 -5.96539613e+10 -2.80716676e+11 -1.42820413e+09,-2.19430890e+11 -9.82995899e+10  1.08201497e+10
2015-12-02T14:14:16.948 -5.84300401e+10 -2.80528817e+11 -1.49475541e+09,-2.20201581e+11 -9.91900114e+10  1.08487737e+10
2015-12-03T07:46:00.499 -5.72048066e+10 -2.80334656e+11 -1.56127312e+09,-2.20964035e+11 -1.00076723e+11  1.08769920e+10
2015-12-04T01:17:44.051 -5.59782823e+10 -2.80134170e+11 -1.62775559e+09,-2.21718332e+11 -1.00959740e+11  1.09048087e+10
2015-12-04T18:49:27.602 -5.47504893e+10 -2.79927335e+11 -1.69420117e+09,-2.22464550e+11 -1.01839078e+11  1.09322280e+10
2015-12-05T12:21:11.154 -5.35214495e+10 -2.79714125e+11 -1.76060817e+09,-2.23202765e+11 -1.02714753e+11  1.09592541e+10
2015-12-06T05:52:54.705 -5.22911852e+10 -2.79494515e+11 -1.82697489e+09,-2.23933051e+11 -1.03586779e+11  1.09858909e+10
2015-12-06T23:24:38.257 -5.10597189e+10 -2.79268482e+11 -1.89329961e+09,-2.24655482e+11 -1.04455172e+11  1.10121422e+10
2015-12-07T16:56:21.808 -4.98270735e+10 -2.79035998e+11 -1.95958060e+09,-2.25370129e+11 -1.05319945e+11  1.10380121e+10
2015-12-08T10:28:05.360 -4.85932720e+10 -2.78797040e+11 -2.02581613e+09,-2.26077061e+11 -1.06181113e+11  1.10635041e+10
2015-12-09T03:59:48.911 -4.73583375e+10 -2.78551582e+11 -2.09200442e+09,-2.26776349e+11 -1.07038690e+11  1.10886220e+10
2015-12-09T21:31:32.463 -4.61222937e+10 -2.78299599e+11 -2.15814370e+09,-2.27468059e+11 -1.07892691e+11  1.11133693e+10
2015-12-10T15:03:16.014 -4.48851641e+10 -2.78041064e+11 -2.22423218e+09,-2.28152257e+11 -1.08743130e+11  1.11377497e+10
2015-12-11T08:34:59.565 -4.36469729e+10 -2.77775953e+11 -2.29026805e+09,-2.28829009e+11 -1.09590019e+11  1.11617665e+10
2015-12-12T02:06:43.117 -4.24077444e+10 -2.77504239e+11 -2.35624948e+09,-2.29498378e+11 -1.10433372e+11  1.11854233e+10
2015-12-12T19:38:26.668 -4.11675029e+10 -2.77225898e+11 -2.42217463e+09,-2.30160427e+11 -1.11273203e+11  1.12087232e+10
2015-12-13T13:10:10.220 -3.99262733e+10 -2.76940902e+11 -2.48804164e+09,-2.30815217e+11 -1.12109524e+11  1.12316697e+10
2015-12-14T06:41:53.771 -3.86840806e+10 -2.76649226e+11 -2.55384863e+09,-2.31462807e+11 -1.12942349e+11  1.12542658e+10
2015-12-15T00:13:37.323 -3.74409502e+10 -2.76350843e+11 -2.61959371e+09,-2.32103258e+11 -1.13771690e+11  1.12765148e+10
2015-12-15T17:45:20.874 -3.61969077e+10 -2.76045728e+11 -2.68527497e+09,-2.32736627e+11 -1.14597560e+11  1.12984197e+10
2015-12-16T11:17:04.426 -3.49519789e+10 -2.75733854e+11 -2.75089048e+09,-2.33362972e+11 -1.15419970e+11  1.13199836e+10
2015-12-17T04:48:47.977 -3.37061899e+10 -2.75415194e+11 -2.81643829e+09,-2.33982347e+11 -1.16238934e+11  1.13412094e+10
2015-12-17T22:20:31.529 -3.24595673e+10 -2.75089721e+11 -2.88191643e+09,-2.34594808e+11 -1.17054463e+11  1.13621001e+10
2015-12-18T15:52:15.080 -3.12121377e+10 -2.74757410e+11 -2.94732293e+09,-2.35200408e+11 -1.17866569e+11  1.13826585e+10
2015-12-19T09:23:58.632 -2.99639282e+10 -2.74418233e+11 -3.01265577e+09,-2.35799202e+11 -1.18675264e+11  1.14028875e+10
2015-12-20T02:55:42.183 -2.87149661e+10 -2.74072163e+11 -3.07791294e+09,-2.36391240e+11 -1.19480559e+11  1.14227898e+10
2015-12-20T20:27:25.735 -2.74652790e+10 -2.73719173e+11 -3.14309239e+09,-2.36976574e+11 -1.20282465e+11  1.14423682e+10
2015-12-21T13:59:09.286 -2.62148949e+10 -2.73359236e+11 -3.20819208e+09,-2.37555254e+11 -1.21080994e+11  1.14616252e+10
2015-12-22T07:30:52.838 -2.49638419e+10 -2.72992325e+11 -3.27320991e+09,-2.38127329e+11 -1.21876157e+11  1.14805636e+10
2015-12-23T01:02:36.389 -2.37121487e+10 -2.72618412e+11 -3.33814379e+09,-2.38692849e+11 -1.22667964e+11  1.14991860e+10
2015-12-23T18:34:19.941 -2.24598442e+10 -2.72237470e+11 -3.40299159e+09,-2.39251860e+11 -1.23456427e+11  1.15174948e+10
2015-12-24T12:06:03.492 -2.12069575e+10 -2.71849472e+11 -3.46775119e+09,-2.39804410e+11 -1.24241555e+11  1.15354925e+10
2015-12-25T05:37:47.044 -1.99535182e+10 -2.71454388e+11 -3.53242041e+09,-2.40350544e+11 -1.25023360e+11  1.15531816e+10
2015-12-25T23:09:30.595 -1.86995561e+10 -2.71052193e+11 -3.59699708e+09,-2.40890308e+11 -1.25801851e+11  1.15705645e+10
2015-12-26T16:41:14.147 -1.74451015e+10 -2.70642858e+11 -3.66147900e+09,-2.41423746e+11 -1.26577038e+11  1.15876436e+10
2015-12-27T10:12:57.698 -1.61901848e+10 -2.70226354e+11 -3.72586393e+09,-2.41950903e+11 -1.27348933e+11  1.16044212e+10
2015-12-28T03:44:41.250 -1.49348370e+10 -2.69802654e+11 -3.79014965e+09,-2.42471821e+11 -1.28117543e+11  1.16208996e+10
2015-12-28T21:16:24.801 -1.36790894e+10 -2.69371730e+11 -3.85433387e+09,-2.42986542e+11 -1.28882880e+11  1.16370810e+10
2015-12-29T14:48:08.353 -1.24229734e+10 -2.68933553e+11 -3.91841432e+09,-2.43495110e+11 -1.29644952e+11  1.16529676e+10
2015-12-30T08:19:51.904 -1.11665212e+10 -2.68488094e+11 -3.98238867e+09,-2.43997563e+11 -1.30403769e+11  1.16685617e+10
2015-12-31T01:51:35.455 -9.90976493e+09 -2.68035326e+11 -4.04625460e+09,-2.44493943e+11 -1.31159340e+11  1.16838653e+10
2015-12-31T19:23:19.007 -8.65273742e+09 -2.67575220e+11 -4.11000975e+09,-2.44984290e+11 -1.31911675e+11  1.16988806e+10
2016-01-01T12:55:02.558 -7.39547170e+09 -2.67107746e+11 -4.17365174e+09,-2.45468643e+11 -1.32660781e+11  1.17136096e+10
2016-01-02T06:26:46.110 -6.13800125e+09 -2.66632877e+11 -4.23717816e+09,-2.45947039e+11 -1.33406669e+11  1.17280545e+10
